EventID,EstudianteID,ActividadID,Timestamp,DestinoID,Detalle,Actor
823,70,1,2023-01-31 00:00:00,177,,Estudiante
824,70,2,2023-02-03 00:00:00,177,,Estudiante
825,70,3,2023-02-06 00:00:00,177,,Administración
826,70,4,2023-02-15 00:00:00,177,,Administración
827,70,5,2023-02-27 00:00:00,177,Adjudicación a destino Erasmus,Administración
828,71,1,2023-01-28 00:00:00,208,,Estudiante
829,71,2,2023-02-01 00:00:00,208,,Estudiante
830,71,3,2023-02-05 00:00:00,208,,Administración
831,71,13,2023-02-23 00:00:00,208,Alegación sobre adjudicación,Estudiante
832,71,14,2023-03-14 00:00:00,208,Alegación sobre adjudicación,Administración
833,71,4,2023-03-22 00:00:00,208,,Administración
834,71,5,2023-04-05 00:00:00,208,Adjudicación a destino Erasmus,Administración
835,71,6,2023-04-20 00:00:00,208,Adjudicación a destino Erasmus,Administración
836,71,7,2023-05-04 00:00:00,208,,Estudiante
837,71,8,2023-05-16 00:00:00,208,,Estudiante
838,71,17,2023-06-14 00:00:00,208,,Estudiante
839,71,18,2023-07-07 00:00:00,208,,Administración
840,72,1,2023-01-25 00:00:00,255,,Estudiante
841,72,2,2023-01-28 00:00:00,255,,Estudiante
842,72,3,2023-02-02 00:00:00,255,,Administración
843,72,4,2023-02-11 00:00:00,255,,Administración
844,72,5,2023-02-20 00:00:00,255,Adjudicación a destino Erasmus,Administración
845,72,6,2023-03-04 00:00:00,255,Adjudicación a destino Erasmus,Administración
846,72,7,2023-03-18 00:00:00,255,,Estudiante
847,72,9,2023-04-06 00:00:00,255,Renuncia voluntaria,Estudiante
848,72,10,2023-04-26 00:00:00,255,Renuncia voluntaria,Estudiante
849,73,1,2023-02-03 00:00:00,233,,Estudiante
850,73,2,2023-02-06 00:00:00,233,,Estudiante
851,73,3,2023-02-09 00:00:00,233,,Administración
852,73,13,2023-03-01 00:00:00,233,Alegación sobre adjudicación,Estudiante
853,73,14,2023-03-19 00:00:00,233,Alegación sobre adjudicación,Administración
854,73,4,2023-04-02 00:00:00,233,,Administración
855,73,5,2023-04-14 00:00:00,233,Adjudicación a destino Erasmus,Administración
856,73,6,2023-04-24 00:00:00,233,Adjudicación a destino Erasmus,Administración
857,73,7,2023-05-11 00:00:00,233,,Estudiante
858,73,8,2023-05-26 00:00:00,233,,Estudiante
859,73,15,2023-06-18 00:00:00,233,,Estudiante
860,73,16,2023-07-10 00:00:00,233,,Administración
861,73,17,2023-07-30 00:00:00,233,,Estudiante
862,73,18,2023-08-23 00:00:00,233,,Administración
863,74,1,2023-02-01 00:00:00,40,,Estudiante
864,74,2,2023-02-06 00:00:00,40,,Estudiante
865,74,3,2023-02-12 00:00:00,40,,Administración
866,74,13,2023-03-02 00:00:00,40,Alegación sobre adjudicación,Estudiante
867,74,14,2023-03-18 00:00:00,40,Alegación sobre adjudicación,Administración
868,74,4,2023-04-02 00:00:00,40,,Administración
869,74,5,2023-04-12 00:00:00,40,Adjudicación a destino Erasmus,Administración
870,74,6,2023-04-26 00:00:00,40,Adjudicación a destino Erasmus,Administración
871,74,7,2023-05-11 00:00:00,40,,Estudiante
872,74,8,2023-05-28 00:00:00,40,,Estudiante
873,74,15,2023-06-27 00:00:00,40,,Estudiante
874,74,16,2023-07-18 00:00:00,40,,Administración
875,74,17,2023-08-07 00:00:00,40,,Estudiante
876,74,18,2023-09-05 00:00:00,40,,Administración
877,75,1,2023-01-21 00:00:00,41,,Estudiante
878,75,2,2023-01-27 00:00:00,41,,Estudiante
879,75,3,2023-01-30 00:00:00,41,,Administración
880,75,13,2023-02-09 00:00:00,41,Alegación sobre adjudicación,Estudiante
881,75,14,2023-02-21 00:00:00,41,Alegación sobre adjudicación,Administración
882,75,4,2023-02-28 00:00:00,41,,Administración
883,75,5,2023-03-09 00:00:00,41,Adjudicación a destino Erasmus,Administración
884,75,6,2023-03-26 00:00:00,41,Adjudicación a destino Erasmus,Administración
885,75,7,2023-04-10 00:00:00,41,,Estudiante
886,75,8,2023-04-28 00:00:00,41,,Estudiante
887,75,15,2023-05-27 00:00:00,41,,Estudiante
888,75,16,2023-06-17 00:00:00,41,,Administración
889,75,17,2023-07-07 00:00:00,41,,Estudiante
890,75,18,2023-07-27 00:00:00,41,,Administración
891,76,1,2023-01-17 00:00:00,218,,Estudiante
892,76,2,2023-01-24 00:00:00,218,,Estudiante
893,76,3,2023-01-27 00:00:00,218,,Administración
894,77,1,2023-02-04 00:00:00,76,,Estudiante
895,77,2,2023-02-08 00:00:00,76,,Estudiante
896,77,3,2023-02-11 00:00:00,76,,Administración
897,77,4,2023-02-19 00:00:00,76,,Administración
898,77,5,2023-02-26 00:00:00,76,Adjudicación a destino Erasmus,Administración
899,77,6,2023-03-16 00:00:00,76,Adjudicación a destino Erasmus,Administración
900,77,7,2023-04-02 00:00:00,76,,Estudiante
901,77,8,2023-04-17 00:00:00,76,,Estudiante
902,77,15,2023-05-07 00:00:00,76,,Estudiante
903,77,16,2023-06-04 00:00:00,76,,Administración
904,77,13,2023-06-16 00:00:00,76,Alegación sobre adjudicación,Estudiante
905,77,14,2023-07-06 00:00:00,76,Alegación sobre adjudicación,Administración
906,77,17,2023-08-04 00:00:00,76,,Estudiante
907,77,18,2023-09-03 00:00:00,76,,Administración
908,78,1,2023-01-20 00:00:00,91,,Estudiante
909,78,2,2023-01-24 00:00:00,91,,Estudiante
910,78,3,2023-01-27 00:00:00,91,,Administración
911,78,4,2023-02-05 00:00:00,91,,Administración
912,78,5,2023-02-16 00:00:00,91,Adjudicación a destino Erasmus,Administración
913,78,6,2023-03-06 00:00:00,91,Adjudicación a destino Erasmus,Administración
914,78,13,2023-03-25 00:00:00,91,Alegación sobre adjudicación,Estudiante
915,78,14,2023-04-04 00:00:00,91,Alegación sobre adjudicación,Administración
916,78,7,2023-04-15 00:00:00,91,,Estudiante
917,78,8,2023-05-02 00:00:00,91,,Estudiante
918,78,17,2023-06-01 00:00:00,91,,Estudiante
919,78,18,2023-06-25 00:00:00,91,,Administración
920,79,1,2023-02-05 00:00:00,19,,Estudiante
921,79,2,2023-02-08 00:00:00,19,,Estudiante
922,79,3,2023-02-11 00:00:00,19,,Administración
923,79,4,2023-02-22 00:00:00,19,,Administración
924,79,5,2023-03-01 00:00:00,19,Adjudicación a destino Erasmus,Administración
925,79,6,2023-03-11 00:00:00,19,Adjudicación a destino Erasmus,Administración
926,79,7,2023-03-28 00:00:00,19,,Estudiante
927,79,8,2023-04-07 00:00:00,19,,Estudiante
928,79,15,2023-05-04 00:00:00,19,,Estudiante
929,79,16,2023-05-24 00:00:00,19,,Administración
930,79,9,2023-06-05 00:00:00,19,Renuncia voluntaria,Estudiante
931,79,11,2023-06-24 00:00:00,19,,Administración
932,79,12,2023-07-06 00:00:00,19,Adjudicación a destino Erasmus,Administración
933,79,7,2023-07-22 00:00:00,19,,Estudiante
934,79,8,2023-08-10 00:00:00,19,,Estudiante
935,79,17,2023-09-06 00:00:00,19,,Estudiante
936,79,18,2023-10-06 00:00:00,19,,Administración
937,80,1,2023-01-16 00:00:00,244,,Estudiante
938,80,2,2023-01-20 00:00:00,244,,Estudiante
939,80,3,2023-01-24 00:00:00,244,,Administración
940,80,4,2023-02-04 00:00:00,244,,Administración
941,80,5,2023-02-11 00:00:00,244,Adjudicación a destino Erasmus,Administración
942,80,6,2023-02-25 00:00:00,244,Adjudicación a destino Erasmus,Administración
943,80,7,2023-03-08 00:00:00,244,,Estudiante
944,80,9,2023-03-23 00:00:00,244,Renuncia voluntaria,Estudiante
945,80,11,2023-04-07 00:00:00,244,,Administración
946,80,12,2023-04-18 00:00:00,244,Adjudicación a destino Erasmus,Administración
947,80,7,2023-04-30 00:00:00,244,,Estudiante
948,80,8,2023-05-14 00:00:00,244,,Estudiante
949,80,17,2023-06-08 00:00:00,244,,Estudiante
950,80,18,2023-07-03 00:00:00,244,,Administración
951,81,1,2023-01-23 00:00:00,285,,Estudiante
952,81,2,2023-01-27 00:00:00,285,,Estudiante
953,81,3,2023-02-02 00:00:00,285,,Administración
954,81,4,2023-02-12 00:00:00,285,,Administración
955,81,5,2023-02-21 00:00:00,285,Adjudicación a destino Erasmus,Administración
956,81,6,2023-03-09 00:00:00,285,Adjudicación a destino Erasmus,Administración
957,81,7,2023-03-28 00:00:00,285,,Estudiante
958,81,8,2023-04-10 00:00:00,285,,Estudiante
959,81,15,2023-05-09 00:00:00,285,,Estudiante
960,81,16,2023-06-03 00:00:00,285,,Administración
961,81,9,2023-06-19 00:00:00,285,Renuncia voluntaria,Estudiante
962,81,11,2023-06-29 00:00:00,285,,Administración
963,81,12,2023-07-13 00:00:00,285,Adjudicación a destino Erasmus,Administración
964,81,7,2023-08-01 00:00:00,285,,Estudiante
965,81,8,2023-08-12 00:00:00,285,,Estudiante
966,81,17,2023-09-05 00:00:00,285,,Estudiante
967,81,18,2023-10-01 00:00:00,285,,Administración
968,82,1,2023-02-02 00:00:00,249,,Estudiante
969,82,2,2023-02-07 00:00:00,249,,Estudiante
970,82,3,2023-02-10 00:00:00,249,,Administración
971,82,4,2023-02-23 00:00:00,249,,Administración
972,82,5,2023-03-07 00:00:00,249,Adjudicación a destino Erasmus,Administración
973,82,11,2023-03-21 00:00:00,249,,Administración
974,82,12,2023-04-05 00:00:00,249,Adjudicación a destino Erasmus,Administración
975,82,6,2023-04-19 00:00:00,249,Adjudicación a destino Erasmus,Administración
976,82,7,2023-05-03 00:00:00,249,,Estudiante
977,82,8,2023-05-18 00:00:00,249,,Estudiante
978,82,17,2023-06-11 00:00:00,249,,Estudiante
979,82,18,2023-07-07 00:00:00,249,,Administración
980,83,1,2023-01-21 00:00:00,66,,Estudiante
981,83,2,2023-01-27 00:00:00,66,,Estudiante
982,83,3,2023-01-31 00:00:00,66,,Administración
983,83,4,2023-02-15 00:00:00,66,,Administración
984,83,5,2023-02-24 00:00:00,66,Adjudicación a destino Erasmus,Administración
985,83,6,2023-03-09 00:00:00,66,Adjudicación a destino Erasmus,Administración
986,83,13,2023-03-23 00:00:00,66,Alegación sobre adjudicación,Estudiante
987,83,14,2023-04-11 00:00:00,66,Alegación sobre adjudicación,Administración
988,83,7,2023-04-28 00:00:00,66,,Estudiante
989,83,8,2023-05-17 00:00:00,66,,Estudiante
990,83,17,2023-06-13 00:00:00,66,,Estudiante
991,83,18,2023-07-03 00:00:00,66,,Administración
992,84,1,2023-01-19 00:00:00,15,,Estudiante
993,84,2,2023-01-25 00:00:00,15,,Estudiante
994,84,3,2023-01-31 00:00:00,15,,Administración
995,84,4,2023-02-14 00:00:00,15,,Administración
996,84,5,2023-02-24 00:00:00,15,Adjudicación a destino Erasmus,Administración
997,84,6,2023-03-12 00:00:00,15,Adjudicación a destino Erasmus,Administración
998,84,13,2023-04-01 00:00:00,15,Alegación sobre adjudicación,Estudiante
999,84,14,2023-04-11 00:00:00,15,Alegación sobre adjudicación,Administración
1000,84,7,2023-04-21 00:00:00,15,,Estudiante
1001,84,8,2023-05-03 00:00:00,15,,Estudiante
1002,84,17,2023-06-01 00:00:00,15,,Estudiante
1003,84,18,2023-07-01 00:00:00,15,,Administración
1004,85,1,2023-02-01 00:00:00,220,,Estudiante
1005,85,2,2023-02-04 00:00:00,220,,Estudiante
1006,85,3,2023-02-09 00:00:00,220,,Administración
1007,85,4,2023-02-20 00:00:00,220,,Administración
1008,85,5,2023-03-04 00:00:00,220,Adjudicación a destino Erasmus,Administración
1009,85,6,2023-03-16 00:00:00,220,Adjudicación a destino Erasmus,Administración
1010,85,7,2023-03-28 00:00:00,220,,Estudiante
1011,85,8,2023-04-14 00:00:00,220,,Estudiante
1012,85,17,2023-05-08 00:00:00,220,,Estudiante
1013,85,18,2023-06-01 00:00:00,220,,Administración
1014,86,1,2023-01-31 00:00:00,221,,Estudiante
1015,86,2,2023-02-04 00:00:00,221,,Estudiante
1016,86,3,2023-02-08 00:00:00,221,,Administración
1017,86,4,2023-02-18 00:00:00,221,,Administración
1018,86,5,2023-03-05 00:00:00,221,Adjudicación a destino Erasmus,Administración
1019,86,6,2023-03-22 00:00:00,221,Adjudicación a destino Erasmus,Administración
1020,86,7,2023-04-01 00:00:00,221,,Estudiante
1021,86,8,2023-04-16 00:00:00,221,,Estudiante
1022,86,15,2023-05-09 00:00:00,221,,Estudiante
1023,86,16,2023-05-29 00:00:00,221,,Administración
1024,86,13,2023-06-18 00:00:00,221,Alegación sobre adjudicación,Estudiante
1025,86,14,2023-07-08 00:00:00,221,Alegación sobre adjudicación,Administración
1026,86,17,2023-08-05 00:00:00,221,,Estudiante
1027,86,18,2023-09-02 00:00:00,221,,Administración
1028,87,1,2023-01-28 00:00:00,26,,Estudiante
1029,87,2,2023-02-03 00:00:00,26,,Estudiante
1030,87,3,2023-02-09 00:00:00,26,,Administración
1031,87,4,2023-02-20 00:00:00,26,,Administración
1032,87,5,2023-03-02 00:00:00,26,Adjudicación a destino Erasmus,Administración
1033,87,6,2023-03-17 00:00:00,26,Adjudicación a destino Erasmus,Administración
1034,87,13,2023-04-02 00:00:00,26,Alegación sobre adjudicación,Estudiante
1035,87,14,2023-04-14 00:00:00,26,Alegación sobre adjudicación,Administración
1036,87,15,2023-05-04 00:00:00,26,,Estudiante
1037,87,16,2023-05-30 00:00:00,26,,Administración
1038,87,7,2023-06-16 00:00:00,26,,Estudiante
1039,87,8,2023-07-05 00:00:00,26,,Estudiante
1040,87,17,2023-08-01 00:00:00,26,,Estudiante
1041,87,18,2023-08-29 00:00:00,26,,Administración
1042,88,1,2023-01-18 00:00:00,51,,Estudiante
1043,88,2,2023-01-21 00:00:00,51,,Estudiante
1044,88,3,2023-01-25 00:00:00,51,,Administración
1045,88,4,2023-02-05 00:00:00,51,,Administración
1046,88,5,2023-02-14 00:00:00,51,Adjudicación a destino Erasmus,Administración
1047,88,6,2023-03-06 00:00:00,51,Adjudicación a destino Erasmus,Administración
1048,88,7,2023-03-21 00:00:00,51,,Estudiante
1049,88,8,2023-04-04 00:00:00,51,,Estudiante
1050,88,15,2023-04-27 00:00:00,51,,Estudiante
1051,88,16,2023-05-22 00:00:00,51,,Administración
1052,88,9,2023-06-11 00:00:00,51,Renuncia voluntaria,Estudiante
1053,88,10,2023-06-28 00:00:00,51,Renuncia voluntaria,Estudiante
1054,89,1,2023-01-20 00:00:00,148,,Estudiante
1055,89,2,2023-01-24 00:00:00,148,,Estudiante
1056,89,3,2023-01-28 00:00:00,148,,Administración
1057,89,4,2023-02-11 00:00:00,148,,Administración
1058,89,5,2023-02-22 00:00:00,148,Adjudicación a destino Erasmus,Administración
1059,89,6,2023-03-07 00:00:00,148,Adjudicación a destino Erasmus,Administración
1060,89,7,2023-03-17 00:00:00,148,,Estudiante
1061,89,9,2023-04-01 00:00:00,148,Renuncia voluntaria,Estudiante
1062,89,11,2023-04-20 00:00:00,148,,Administración
1063,89,12,2023-05-05 00:00:00,148,Adjudicación a destino Erasmus,Administración
1064,89,7,2023-05-22 00:00:00,148,,Estudiante
1065,89,8,2023-06-01 00:00:00,148,,Estudiante
1066,89,15,2023-06-29 00:00:00,148,,Estudiante
1067,89,16,2023-07-26 00:00:00,148,,Administración
1068,89,17,2023-08-24 00:00:00,148,,Estudiante
1069,89,18,2023-09-17 00:00:00,148,,Administración
1070,90,1,2023-02-01 00:00:00,23,,Estudiante
1071,90,2,2023-02-07 00:00:00,23,,Estudiante
1072,90,3,2023-02-12 00:00:00,23,,Administración
1073,90,4,2023-02-27 00:00:00,23,,Administración
1074,90,5,2023-03-13 00:00:00,23,Adjudicación a destino Erasmus,Administración
1075,90,6,2023-03-23 00:00:00,23,Adjudicación a destino Erasmus,Administración
1076,90,13,2023-04-06 00:00:00,23,Alegación sobre adjudicación,Estudiante
1077,90,14,2023-04-23 00:00:00,23,Alegación sobre adjudicación,Administración
1078,90,7,2023-05-07 00:00:00,23,,Estudiante
1079,90,8,2023-05-18 00:00:00,23,,Estudiante
1080,90,17,2023-06-07 00:00:00,23,,Estudiante
1081,90,18,2023-06-28 00:00:00,23,,Administración
1082,91,1,2023-02-03 00:00:00,16,,Estudiante
1083,91,2,2023-02-10 00:00:00,16,,Estudiante
1084,91,3,2023-02-15 00:00:00,16,,Administración
1085,91,4,2023-02-26 00:00:00,16,,Administración
1086,91,5,2023-03-05 00:00:00,16,Adjudicación a destino Erasmus,Administración
1087,91,6,2023-03-25 00:00:00,16,Adjudicación a destino Erasmus,Administración
1088,91,7,2023-04-07 00:00:00,16,,Estudiante
1089,91,8,2023-04-21 00:00:00,16,,Estudiante
1090,91,15,2023-05-11 00:00:00,16,,Estudiante
1091,91,16,2023-06-09 00:00:00,16,,Administración
1092,91,9,2023-06-25 00:00:00,16,Renuncia voluntaria,Estudiante
1093,91,11,2023-07-05 00:00:00,16,,Administración
1094,91,12,2023-07-23 00:00:00,16,Adjudicación a destino Erasmus,Administración
1095,91,7,2023-08-07 00:00:00,16,,Estudiante
1096,91,8,2023-08-24 00:00:00,16,,Estudiante
1097,91,17,2023-09-21 00:00:00,16,,Estudiante
1098,91,18,2023-10-12 00:00:00,16,,Administración
1099,92,1,2023-02-02 00:00:00,276,,Estudiante
1100,92,2,2023-02-08 00:00:00,276,,Estudiante
1101,92,3,2023-02-13 00:00:00,276,,Administración
1102,92,4,2023-02-21 00:00:00,276,,Administración
1103,92,5,2023-03-07 00:00:00,276,Adjudicación a destino Erasmus,Administración
1104,92,6,2023-03-20 00:00:00,276,Adjudicación a destino Erasmus,Administración
1105,92,7,2023-03-30 00:00:00,276,,Estudiante
1106,92,8,2023-04-15 00:00:00,276,,Estudiante
1107,92,15,2023-05-12 00:00:00,276,,Estudiante
1108,92,16,2023-06-06 00:00:00,276,,Administración
1109,92,13,2023-06-24 00:00:00,276,Alegación sobre adjudicación,Estudiante
1110,92,14,2023-07-09 00:00:00,276,Alegación sobre adjudicación,Administración
1111,92,17,2023-07-30 00:00:00,276,,Estudiante
1112,92,18,2023-08-20 00:00:00,276,,Administración
1113,93,1,2023-02-06 00:00:00,18,,Estudiante
1114,93,2,2023-02-12 00:00:00,18,,Estudiante
1115,93,3,2023-02-19 00:00:00,18,,Administración
1116,93,4,2023-03-06 00:00:00,18,,Administración
1117,93,5,2023-03-15 00:00:00,18,Adjudicación a destino Erasmus,Administración
1118,93,6,2023-03-31 00:00:00,18,Adjudicación a destino Erasmus,Administración
1119,93,13,2023-04-19 00:00:00,18,Alegación sobre adjudicación,Estudiante
1120,93,14,2023-05-05 00:00:00,18,Alegación sobre adjudicación,Administración
1121,93,7,2023-05-25 00:00:00,18,,Estudiante
1122,93,8,2023-06-04 00:00:00,18,,Estudiante
1123,93,17,2023-06-26 00:00:00,18,,Estudiante
1124,93,18,2023-07-20 00:00:00,18,,Administración
1125,94,1,2023-01-21 00:00:00,94,,Estudiante
1126,94,2,2023-01-24 00:00:00,94,,Estudiante
1127,94,3,2023-01-31 00:00:00,94,,Administración
1128,94,4,2023-02-10 00:00:00,94,,Administración
1129,95,1,2023-01-20 00:00:00,177,,Estudiante
1130,95,2,2023-01-24 00:00:00,177,,Estudiante
1131,95,3,2023-01-30 00:00:00,177,,Administración
1132,95,4,2023-02-13 00:00:00,177,,Administración
1133,95,5,2023-02-21 00:00:00,177,Adjudicación a destino Erasmus,Administración
1134,95,6,2023-03-06 00:00:00,177,Adjudicación a destino Erasmus,Administración
1135,95,13,2023-03-22 00:00:00,177,Alegación sobre adjudicación,Estudiante
1136,95,14,2023-04-05 00:00:00,177,Alegación sobre adjudicación,Administración
1137,95,7,2023-04-21 00:00:00,177,,Estudiante
1138,95,8,2023-05-07 00:00:00,177,,Estudiante
1139,95,15,2023-06-02 00:00:00,177,,Estudiante
1140,95,16,2023-06-24 00:00:00,177,,Administración
1141,95,17,2023-07-19 00:00:00,177,,Estudiante
1142,95,18,2023-08-08 00:00:00,177,,Administración
1143,96,1,2023-01-16 00:00:00,100,,Estudiante
1144,96,2,2023-01-19 00:00:00,100,,Estudiante
1145,96,3,2023-01-24 00:00:00,100,,Administración
1146,96,13,2023-02-04 00:00:00,100,Alegación sobre adjudicación,Estudiante
1147,96,14,2023-02-21 00:00:00,100,Alegación sobre adjudicación,Administración
1148,96,4,2023-03-08 00:00:00,100,,Administración
1149,96,5,2023-03-15 00:00:00,100,Adjudicación a destino Erasmus,Administración
1150,96,6,2023-04-01 00:00:00,100,Adjudicación a destino Erasmus,Administración
1151,96,7,2023-04-19 00:00:00,100,,Estudiante
1152,96,8,2023-05-03 00:00:00,100,,Estudiante
1153,96,15,2023-05-29 00:00:00,100,,Estudiante
1154,96,16,2023-06-26 00:00:00,100,,Administración
1155,96,17,2023-07-21 00:00:00,100,,Estudiante
1156,96,18,2023-08-18 00:00:00,100,,Administración
1157,97,1,2023-01-30 00:00:00,191,,Estudiante
1158,97,2,2023-02-05 00:00:00,191,,Estudiante
1159,97,3,2023-02-09 00:00:00,191,,Administración
1160,97,4,2023-02-17 00:00:00,191,,Administración
1161,97,5,2023-02-24 00:00:00,191,Adjudicación a destino Erasmus,Administración
1162,97,6,2023-03-16 00:00:00,191,Adjudicación a destino Erasmus,Administración
1163,97,7,2023-03-30 00:00:00,191,,Estudiante
1164,97,8,2023-04-13 00:00:00,191,,Estudiante
1165,97,15,2023-05-10 00:00:00,191,,Estudiante
1166,97,16,2023-06-09 00:00:00,191,,Administración
1167,97,9,2023-06-19 00:00:00,191,Renuncia voluntaria,Estudiante
1168,97,10,2023-06-29 00:00:00,191,Renuncia voluntaria,Estudiante
1169,98,1,2023-01-22 00:00:00,125,,Estudiante
1170,98,2,2023-01-25 00:00:00,125,,Estudiante
1171,98,3,2023-01-29 00:00:00,125,,Administración
1172,98,4,2023-02-10 00:00:00,125,,Administración
1173,98,5,2023-02-22 00:00:00,125,Adjudicación a destino Erasmus,Administración
1174,98,6,2023-03-08 00:00:00,125,Adjudicación a destino Erasmus,Administración
1175,98,7,2023-03-21 00:00:00,125,,Estudiante
1176,98,8,2023-04-02 00:00:00,125,,Estudiante
1177,98,17,2023-05-01 00:00:00,125,,Estudiante
1178,98,18,2023-05-27 00:00:00,125,,Administración
1179,99,1,2023-01-18 00:00:00,218,,Estudiante
1180,99,2,2023-01-25 00:00:00,218,,Estudiante
1181,99,3,2023-02-01 00:00:00,218,,Administración
1182,99,4,2023-02-16 00:00:00,218,,Administración
1183,99,5,2023-02-24 00:00:00,218,Adjudicación a destino Erasmus,Administración
1184,99,6,2023-03-12 00:00:00,218,Adjudicación a destino Erasmus,Administración
1185,99,13,2023-03-27 00:00:00,218,Alegación sobre adjudicación,Estudiante
1186,99,14,2023-04-09 00:00:00,218,Alegación sobre adjudicación,Administración
1187,99,7,2023-04-23 00:00:00,218,,Estudiante
1188,99,8,2023-05-13 00:00:00,218,,Estudiante
1189,99,15,2023-06-06 00:00:00,218,,Estudiante
1190,99,16,2023-07-03 00:00:00,218,,Administración
1191,99,17,2023-07-31 00:00:00,218,,Estudiante
1192,99,18,2023-08-26 00:00:00,218,,Administración
1193,100,1,2023-01-24 00:00:00,100,,Estudiante
1194,100,2,2023-01-31 00:00:00,100,,Estudiante
1195,100,3,2023-02-06 00:00:00,100,,Administración
1196,100,4,2023-02-18 00:00:00,100,,Administración
1197,100,5,2023-02-26 00:00:00,100,Adjudicación a destino Erasmus,Administración
1198,100,11,2023-03-11 00:00:00,100,,Administración
1199,100,12,2023-03-30 00:00:00,100,Adjudicación a destino Erasmus,Administración
1200,100,6,2023-04-10 00:00:00,100,Adjudicación a destino Erasmus,Administración
1201,100,7,2023-04-26 00:00:00,100,,Estudiante
1202,100,8,2023-05-09 00:00:00,100,,Estudiante
1203,100,17,2023-06-05 00:00:00,100,,Estudiante
1204,100,18,2023-07-02 00:00:00,100,,Administración
1205,101,1,2023-02-01 00:00:00,145,,Estudiante
1206,101,2,2023-02-07 00:00:00,145,,Estudiante
1207,101,3,2023-02-10 00:00:00,145,,Administración
1208,101,4,2023-02-24 00:00:00,145,,Administración
1209,101,5,2023-03-04 00:00:00,145,Adjudicación a destino Erasmus,Administración
1210,101,11,2023-03-19 00:00:00,145,,Administración
1211,101,12,2023-04-04 00:00:00,145,Adjudicación a destino Erasmus,Administración
1212,101,6,2023-04-15 00:00:00,145,Adjudicación a destino Erasmus,Administración
1213,101,7,2023-05-03 00:00:00,145,,Estudiante
1214,101,8,2023-05-14 00:00:00,145,,Estudiante
1215,101,17,2023-06-04 00:00:00,145,,Estudiante
1216,101,18,2023-07-03 00:00:00,145,,Administración
1217,102,1,2023-01-17 00:00:00,271,,Estudiante
1218,102,2,2023-01-22 00:00:00,271,,Estudiante
1219,102,3,2023-01-28 00:00:00,271,,Administración
1220,102,4,2023-02-08 00:00:00,271,,Administración
1221,102,5,2023-02-18 00:00:00,271,Adjudicación a destino Erasmus,Administración
1222,102,6,2023-03-04 00:00:00,271,Adjudicación a destino Erasmus,Administración
1223,102,7,2023-03-20 00:00:00,271,,Estudiante
1224,102,8,2023-04-05 00:00:00,271,,Estudiante
1225,102,15,2023-05-04 00:00:00,271,,Estudiante
1226,102,16,2023-05-30 00:00:00,271,,Administración
1227,102,9,2023-06-19 00:00:00,271,Renuncia voluntaria,Estudiante
1228,102,10,2023-07-06 00:00:00,271,Renuncia voluntaria,Estudiante
1229,103,1,2023-01-15 00:00:00,133,,Estudiante
1230,103,2,2023-01-20 00:00:00,133,,Estudiante
1231,103,3,2023-01-27 00:00:00,133,,Administración
1232,103,4,2023-02-11 00:00:00,133,,Administración
1233,103,5,2023-02-25 00:00:00,133,Adjudicación a destino Erasmus,Administración
1234,103,6,2023-03-08 00:00:00,133,Adjudicación a destino Erasmus,Administración
1235,103,7,2023-03-20 00:00:00,133,,Estudiante
1236,103,8,2023-04-07 00:00:00,133,,Estudiante
1237,103,15,2023-05-01 00:00:00,133,,Estudiante
1238,103,16,2023-05-31 00:00:00,133,,Administración
1239,103,9,2023-06-14 00:00:00,133,Renuncia voluntaria,Estudiante
1240,103,10,2023-06-27 00:00:00,133,Renuncia voluntaria,Estudiante
1241,104,1,2023-02-02 00:00:00,125,,Estudiante
1242,104,2,2023-02-09 00:00:00,125,,Estudiante
1243,104,3,2023-02-13 00:00:00,125,,Administración
1244,104,4,2023-02-22 00:00:00,125,,Administración
1245,104,5,2023-03-07 00:00:00,125,Adjudicación a destino Erasmus,Administración
1246,104,6,2023-03-27 00:00:00,125,Adjudicación a destino Erasmus,Administración
1247,104,7,2023-04-15 00:00:00,125,,Estudiante
1248,104,9,2023-04-25 00:00:00,125,Renuncia voluntaria,Estudiante
1249,104,11,2023-05-05 00:00:00,125,,Administración
1250,104,12,2023-05-22 00:00:00,125,Adjudicación a destino Erasmus,Administración
1251,104,7,2023-06-05 00:00:00,125,,Estudiante
1252,104,8,2023-06-23 00:00:00,125,,Estudiante
1253,104,15,2023-07-17 00:00:00,125,,Estudiante
1254,104,16,2023-08-09 00:00:00,125,,Administración
1255,104,17,2023-09-05 00:00:00,125,,Estudiante
1256,104,18,2023-09-27 00:00:00,125,,Administración
1257,105,1,2023-01-26 00:00:00,63,,Estudiante
1258,105,2,2023-01-29 00:00:00,63,,Estudiante
1259,105,3,2023-02-04 00:00:00,63,,Administración
1260,105,4,2023-02-18 00:00:00,63,,Administración
1261,105,5,2023-02-28 00:00:00,63,Adjudicación a destino Erasmus,Administración
1262,105,6,2023-03-10 00:00:00,63,Adjudicación a destino Erasmus,Administración
1263,105,7,2023-03-28 00:00:00,63,,Estudiante
1264,105,9,2023-04-10 00:00:00,63,Renuncia voluntaria,Estudiante
1265,105,11,2023-04-26 00:00:00,63,,Administración
1266,105,12,2023-05-08 00:00:00,63,Adjudicación a destino Erasmus,Administración
1267,105,7,2023-05-19 00:00:00,63,,Estudiante
1268,105,8,2023-06-01 00:00:00,63,,Estudiante
