DestinoID,NombreDestino,Ronda,PlazasTotales,PlazasDisponibles,NumTitulares,NumSuplentes,NumRenuncias,TotalCandidatos,TasaOcupacion,TasaRenuncia,Competitividad
71,Uniwersytet Opolski,Adjudicación Final,2,2,2,0,0,2,100.0,0.0,Baja
72,Universität Ulm,1ª Adjudicación,1,1,1,9,0,10,100.0,0.0,Alta
72,Universität Ulm,2ª Adjudicación,1,1,1,8,0,9,100.0,0.0,Alta
72,Universität Ulm,3ª Adjudicación,1,1,1,7,0,8,100.0,0.0,Alta
72,Universität Ulm,Adjudicación Final,1,1,1,7,0,8,100.0,0.0,Alta
73,Università degli Studi di Trento,1ª Adjudicación,4,4,4,3,0,7,100.0,0.0,Media
73,Università degli Studi di Trento,2ª Adjudicación,4,4,3,0,1,3,75.0,33.33,Baja
73,Università degli Studi di Trento,3ª Adjudicación,4,5,1,0,1,1,25.0,100.0,Baja
73,Università degli Studi di Trento,Adjudicación Final,4,5,5,0,0,5,125.0,0.0,Media
74,Université de Poitiers,1ª Adjudicación,2,2,2,1,0,3,100.0,0.0,Media
74,Université de Poitiers,2ª Adjudicación,2,2,1,0,0,1,50.0,0.0,Baja
74,Université de Poitiers,3ª Adjudicación,2,2,0,0,0,0,0.0,0.0,Baja
74,Université de Poitiers,Adjudicación Final,2,2,2,0,0,2,100.0,0.0,Baja
75,Uniwersytet Ekonomiczny we Wrocławiu,1ª Adjudicación,4,4,3,0,1,3,75.0,33.33,Baja
75,Uniwersytet Ekonomiczny we Wrocławiu,2ª Adjudicación,4,5,1,0,0,1,25.0,0.0,Baja
75,Uniwersytet Ekonomiczny we Wrocławiu,3ª Adjudicación,4,4,1,0,0,1,25.0,0.0,Baja
75,Uniwersytet Ekonomiczny we Wrocławiu,Adjudicación Final,4,4,2,0,0,2,50.0,0.0,Baja
76,Universität Bayreuth,1ª Adjudicación,1,1,1,2,0,3,100.0,0.0,Alta
76,Universität Bayreuth,2ª Adjudicación,1,1,1,1,0,2,100.0,0.0,Media
76,Universität Bayreuth,3ª Adjudicación,1,1,1,0,0,1,100.0,0.0,Baja
76,Universität Bayreuth,Adjudicación Final,1,1,1,2,0,3,100.0,0.0,Alta
77,Università degli Studi di Bari,1ª Adjudicación,5,5,5,1,1,6,100.0,20.0,Media
77,Università degli Studi di Bari,2ª Adjudicación,5,5,4,0,0,4,80.0,0.0,Baja
77,Università degli Studi di Bari,3ª Adjudicación,5,5,1,0,0,1,20.0,0.0,Baja
77,Università degli Studi di Bari,Adjudicación Final,5,5,5,1,0,6,100.0,0.0,Media
78,Université de La Rochelle,1ª Adjudicación,5,5,5,0,1,5,100.0,20.0,Baja
78,Université de La Rochelle,2ª Adjudicación,5,6,1,0,0,1,20.0,0.0,Baja
78,Université de La Rochelle,3ª Adjudicación,5,5,1,0,0,1,20.0,0.0,Baja
78,Université de La Rochelle,Adjudicación Final,5,5,3,0,0,3,60.0,0.0,Baja
79,Uniwersytet Humanistyczno-Przyrodniczy,1ª Adjudicación,4,4,3,0,1,3,75.0,33.33,Baja
79,Uniwersytet Humanistyczno-Przyrodniczy,2ª Adjudicación,4,5,1,0,0,1,25.0,0.0,Baja
79,Uniwersytet Humanistyczno-Przyrodniczy,3ª Adjudicación,4,4,1,0,0,1,25.0,0.0,Baja
79,Uniwersytet Humanistyczno-Przyrodniczy,Adjudicación Final,4,4,1,0,0,1,25.0,0.0,Baja
80,Universität Würzburg,1ª Adjudicación,4,4,4,4,0,8,100.0,0.0,Media
80,Universität Würzburg,2ª Adjudicación,4,4,4,0,0,4,100.0,0.0,Baja
80,Universität Würzburg,3ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
80,Universität Würzburg,Adjudicación Final,4,4,4,4,0,8,100.0,0.0,Media
81,Università degli Studi di Ferrara,1ª Adjudicación,2,2,2,2,0,4,100.0,0.0,Media
81,Università degli Studi di Ferrara,2ª Adjudicación,2,2,2,0,1,2,100.0,50.0,Baja
81,Università degli Studi di Ferrara,3ª Adjudicación,2,3,1,0,1,1,50.0,100.0,Baja
81,Università degli Studi di Ferrara,Adjudicación Final,2,3,3,0,0,3,150.0,0.0,Media
82,Université de Tours,1ª Adjudicación,3,3,3,4,0,7,100.0,0.0,Alta
82,Université de Tours,2ª Adjudicación,3,3,3,1,0,4,100.0,0.0,Media
82,Université de Tours,3ª Adjudicación,3,3,1,0,0,1,33.33,0.0,Baja
82,Université de Tours,Adjudicación Final,3,3,3,4,0,7,100.0,0.0,Alta
83,Uniwersytet Artystyczny w Poznaniu,1ª Adjudicación,2,2,2,2,0,4,100.0,0.0,Media
83,Uniwersytet Artystyczny w Poznaniu,2ª Adjudicación,2,2,2,0,2,2,100.0,100.0,Baja
83,Uniwersytet Artystyczny w Poznaniu,3ª Adjudicación,2,4,2,0,1,2,100.0,50.0,Baja
83,Uniwersytet Artystyczny w Poznaniu,Adjudicación Final,2,3,1,0,0,1,50.0,0.0,Baja
84,Universität Konstanz,1ª Adjudicación,1,1,1,7,0,8,100.0,0.0,Alta
84,Universität Konstanz,2ª Adjudicación,1,1,1,6,0,7,100.0,0.0,Alta
84,Universität Konstanz,3ª Adjudicación,1,1,1,5,0,6,100.0,0.0,Alta
84,Universität Konstanz,Adjudicación Final,1,1,1,7,0,8,100.0,0.0,Alta
85,Università degli Studi di Lecce,1ª Adjudicación,2,2,2,3,0,5,100.0,0.0,Alta
85,Università degli Studi di Lecce,2ª Adjudicación,2,2,2,1,0,3,100.0,0.0,Media
85,Università degli Studi di Lecce,3ª Adjudicación,2,2,1,0,0,1,50.0,0.0,Baja
85,Università degli Studi di Lecce,Adjudicación Final,2,2,2,2,0,4,100.0,0.0,Media
86,Université de Limoges,1ª Adjudicación,0,0,0,8,0,8,0.0,0.0,Alta
86,Université de Limoges,2ª Adjudicación,0,0,0,8,0,8,0.0,0.0,Alta
86,Université de Limoges,3ª Adjudicación,0,0,0,8,0,8,0.0,0.0,Alta
86,Université de Limoges,Adjudicación Final,0,0,0,7,0,7,0.0,0.0,Alta
87,Uniwersytet Ekonomiczny w Poznaniu,1ª Adjudicación,3,3,3,6,0,9,100.0,0.0,Alta
87,Uniwersytet Ekonomiczny w Poznaniu,2ª Adjudicación,3,3,3,3,0,6,100.0,0.0,Media
87,Uniwersytet Ekonomiczny w Poznaniu,3ª Adjudicación,3,3,3,0,0,3,100.0,0.0,Baja
87,Uniwersytet Ekonomiczny w Poznaniu,Adjudicación Final,3,3,3,5,0,8,100.0,0.0,Alta
88,Universität Jena,1ª Adjudicación,2,2,2,0,1,2,100.0,50.0,Baja
88,Universität Jena,2ª Adjudicación,2,3,1,0,0,1,50.0,0.0,Baja
88,Universität Jena,3ª Adjudicación,2,2,1,0,0,1,50.0,0.0,Baja
88,Universität Jena,Adjudicación Final,2,2,0,0,0,0,0.0,0.0,Baja
89,Università degli Studi di Ancona,1ª Adjudicación,0,0,0,5,0,5,0.0,0.0,Alta
89,Università degli Studi di Ancona,2ª Adjudicación,0,0,0,5,0,5,0.0,0.0,Alta
89,Università degli Studi di Ancona,3ª Adjudicación,0,0,0,5,0,5,0.0,0.0,Alta
89,Università degli Studi di Ancona,Adjudicación Final,0,0,0,4,0,4,0.0,0.0,Alta
90,Université de Bourgogne,1ª Adjudicación,2,2,2,3,0,5,100.0,0.0,Alta
90,Université de Bourgogne,2ª Adjudicación,2,2,2,1,0,3,100.0,0.0,Media
90,Université de Bourgogne,3ª Adjudicación,2,2,1,0,0,1,50.0,0.0,Baja
90,Université de Bourgogne,Adjudicación Final,2,2,2,3,0,5,100.0,0.0,Alta
91,Uniwersytet Rolniczy w Krakowie,1ª Adjudicación,4,4,4,0,0,4,100.0,0.0,Baja
91,Uniwersytet Rolniczy w Krakowie,2ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
91,Uniwersytet Rolniczy w Krakowie,3ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
91,Uniwersytet Rolniczy w Krakowie,Adjudicación Final,4,4,3,0,0,3,75.0,0.0,Baja
92,Universität Düsseldorf,1ª Adjudicación,1,1,1,6,0,7,100.0,0.0,Alta
92,Universität Düsseldorf,2ª Adjudicación,1,1,1,5,0,6,100.0,0.0,Alta
92,Universität Düsseldorf,3ª Adjudicación,1,1,1,4,0,5,100.0,0.0,Alta
92,Universität Düsseldorf,Adjudicación Final,1,1,1,5,0,6,100.0,0.0,Alta
93,Università degli Studi di Udine,1ª Adjudicación,4,4,4,2,1,6,100.0,25.0,Media
93,Università degli Studi di Udine,2ª Adjudicación,4,4,5,0,0,5,125.0,0.0,Media
93,Università degli Studi di Udine,3ª Adjudicación,4,4,1,0,0,1,25.0,0.0,Baja
93,Università degli Studi di Udine,Adjudicación Final,4,4,4,2,0,6,100.0,0.0,Media
94,Université de Corse Pascal Paoli,1ª Adjudicación,1,1,1,5,0,6,100.0,0.0,Alta
94,Université de Corse Pascal Paoli,2ª Adjudicación,1,1,1,4,0,5,100.0,0.0,Alta
94,Université de Corse Pascal Paoli,3ª Adjudicación,1,1,1,3,0,4,100.0,0.0,Alta
94,Université de Corse Pascal Paoli,Adjudicación Final,1,1,1,3,0,4,100.0,0.0,Alta
95,Uniwersytet Zielonogórski,1ª Adjudicación,2,2,2,2,0,4,100.0,0.0,Media
95,Uniwersytet Zielonogórski,2ª Adjudicación,2,2,2,0,0,2,100.0,0.0,Baja
95,Uniwersytet Zielonogórski,3ª Adjudicación,2,2,0,0,0,0,0.0,0.0,Baja
95,Uniwersytet Zielonogórski,Adjudicación Final,2,2,2,2,0,4,100.0,0.0,Media
96,Universität Kiel,1ª Adjudicación,1,1,1,4,0,5,100.0,0.0,Alta
96,Universität Kiel,2ª Adjudicación,1,1,1,3,0,4,100.0,0.0,Alta
96,Universität Kiel,3ª Adjudicación,1,1,1,2,0,3,100.0,0.0,Alta
96,Universität Kiel,Adjudicación Final,1,1,1,4,0,5,100.0,0.0,Alta
97,Università degli Studi di Pavia,1ª Adjudicación,4,4,3,0,0,3,75.0,0.0,Baja
97,Università degli Studi di Pavia,2ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
97,Università degli Studi di Pavia,3ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
97,Università degli Studi di Pavia,Adjudicación Final,4,4,2,0,0,2,50.0,0.0,Baja
98,Université de la Polynésie Française,1ª Adjudicación,5,5,5,1,0,6,100.0,0.0,Media
98,Université de la Polynésie Française,2ª Adjudicación,5,5,1,0,0,1,20.0,0.0,Baja
98,Université de la Polynésie Française,3ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
98,Université de la Polynésie Française,Adjudicación Final,5,5,5,0,0,5,100.0,0.0,Baja
99,Uniwersytet Medyczny w Białymstoku,1ª Adjudicación,5,5,5,0,0,5,100.0,0.0,Baja
99,Uniwersytet Medyczny w Białymstoku,2ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
99,Uniwersytet Medyczny w Białymstoku,3ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
99,Uniwersytet Medyczny w Białymstoku,Adjudicación Final,5,5,5,0,0,5,100.0,0.0,Baja
100,Universität Erlangen-Nürnberg,1ª Adjudicación,4,4,4,1,0,5,100.0,0.0,Media
100,Universität Erlangen-Nürnberg,2ª Adjudicación,4,4,1,0,0,1,25.0,0.0,Baja
100,Universität Erlangen-Nürnberg,3ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
100,Universität Erlangen-Nürnberg,Adjudicación Final,4,4,4,1,0,5,100.0,0.0,Media
101,Università degli Studi di Modena,1ª Adjudicación,5,5,1,0,0,1,20.0,0.0,Baja
101,Università degli Studi di Modena,2ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
101,Università degli Studi di Modena,3ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
101,Università degli Studi di Modena,Adjudicación Final,5,5,1,0,0,1,20.0,0.0,Baja
102,Université de la Réunion,1ª Adjudicación,2,2,2,5,0,7,100.0,0.0,Alta
102,Université de la Réunion,2ª Adjudicación,2,2,2,3,0,5,100.0,0.0,Alta
102,Université de la Réunion,3ª Adjudicación,2,2,2,1,0,3,100.0,0.0,Media
102,Université de la Réunion,Adjudicación Final,2,2,2,4,0,6,100.0,0.0,Alta
103,Uniwersytet Medyczny w Lublinie,1ª Adjudicación,5,5,5,2,0,7,100.0,0.0,Media
103,Uniwersytet Medyczny w Lublinie,2ª Adjudicación,5,5,2,0,0,2,40.0,0.0,Baja
103,Uniwersytet Medyczny w Lublinie,3ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
103,Uniwersytet Medyczny w Lublinie,Adjudicación Final,5,5,5,1,0,6,100.0,0.0,Media
104,Universität Göttingen,1ª Adjudicación,5,5,4,0,0,4,80.0,0.0,Baja
104,Universität Göttingen,2ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
104,Universität Göttingen,3ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
104,Universität Göttingen,Adjudicación Final,5,5,4,0,0,4,80.0,0.0,Baja
105,Università degli Studi di Camerino,1ª Adjudicación,3,3,3,4,0,7,100.0,0.0,Alta
105,Università degli Studi di Camerino,2ª Adjudicación,3,3,3,1,0,4,100.0,0.0,Media
105,Università degli Studi di Camerino,3ª Adjudicación,3,3,1,0,0,1,33.33,0.0,Baja
105,Università degli Studi di Camerino,Adjudicación Final,3,3,3,2,0,5,100.0,0.0,Media
106,Université de Versailles Saint-Quentin-en-Yvelines,1ª Adjudicación,3,3,3,3,0,6,100.0,0.0,Media
106,Université de Versailles Saint-Quentin-en-Yvelines,2ª Adjudicación,3,3,3,0,0,3,100.0,0.0,Baja
106,Université de Versailles Saint-Quentin-en-Yvelines,3ª Adjudicación,3,3,0,0,0,0,0.0,0.0,Baja
106,Université de Versailles Saint-Quentin-en-Yvelines,Adjudicación Final,3,3,3,1,0,4,100.0,0.0,Media
107,Uniwersytet Medyczny w Gdańsku,1ª Adjudicación,1,1,1,3,0,4,100.0,0.0,Alta
107,Uniwersytet Medyczny w Gdańsku,2ª Adjudicación,1,1,1,2,0,3,100.0,0.0,Alta
107,Uniwersytet Medyczny w Gdańsku,3ª Adjudicación,1,1,1,1,0,2,100.0,0.0,Media
107,Uniwersytet Medyczny w Gdańsku,Adjudicación Final,1,1,1,3,0,4,100.0,0.0,Alta
108,Universität Münster,1ª Adjudicación,4,4,4,1,0,5,100.0,0.0,Media
108,Universität Münster,2ª Adjudicación,4,4,1,0,0,1,25.0,0.0,Baja
108,Universität Münster,3ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
108,Universität Münster,Adjudicación Final,4,4,4,0,0,4,100.0,0.0,Baja
109,Università degli Studi di Urbino,1ª Adjudicación,1,1,1,5,0,6,100.0,0.0,Alta
109,Università degli Studi di Urbino,2ª Adjudicación,1,1,1,4,0,5,100.0,0.0,Alta
109,Università degli Studi di Urbino,3ª Adjudicación,1,1,1,3,0,4,100.0,0.0,Alta
109,Università degli Studi di Urbino,Adjudicación Final,1,1,1,4,0,5,100.0,0.0,Alta
110,Université de l'Île de la Réunion,1ª Adjudicación,5,5,5,3,0,8,100.0,0.0,Media
110,Université de l'Île de la Réunion,2ª Adjudicación,5,5,3,0,0,3,60.0,0.0,Baja
110,Université de l'Île de la Réunion,3ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
110,Université de l'Île de la Réunion,Adjudicación Final,5,5,5,2,0,7,100.0,0.0,Media
111,Uniwersytet Medyczny w Warszawie,1ª Adjudicación,2,2,2,9,0,11,100.0,0.0,Alta
111,Uniwersytet Medyczny w Warszawie,2ª Adjudicación,2,2,2,7,0,9,100.0,0.0,Alta
111,Uniwersytet Medyczny w Warszawie,3ª Adjudicación,2,2,2,5,0,7,100.0,0.0,Alta
111,Uniwersytet Medyczny w Warszawie,Adjudicación Final,2,2,2,7,0,9,100.0,0.0,Alta
112,Universität Potsdam,1ª Adjudicación,5,5,5,1,0,6,100.0,0.0,Media
112,Universität Potsdam,2ª Adjudicación,5,5,1,0,0,1,20.0,0.0,Baja
112,Universität Potsdam,3ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
112,Universität Potsdam,Adjudicación Final,5,5,5,1,0,6,100.0,0.0,Media
113,Università degli Studi di Cassino,1ª Adjudicación,0,0,0,3,0,3,0.0,0.0,Alta
113,Università degli Studi di Cassino,2ª Adjudicación,0,0,0,3,0,3,0.0,0.0,Alta
113,Università degli Studi di Cassino,3ª Adjudicación,0,0,0,3,0,3,0.0,0.0,Alta
113,Università degli Studi di Cassino,Adjudicación Final,0,0,0,2,0,2,0.0,0.0,Alta
114,Université de l'Île de la Martinique,1ª Adjudicación,2,2,2,0,1,2,100.0,50.0,Baja
114,Université de l'Île de la Martinique,2ª Adjudicación,2,3,1,0,0,1,50.0,0.0,Baja
114,Université de l'Île de la Martinique,3ª Adjudicación,2,2,1,0,0,1,50.0,0.0,Baja
114,Université de l'Île de la Martinique,Adjudicación Final,2,2,1,0,0,1,50.0,0.0,Baja
115,Uniwersytet Medyczny w Poznaniu,1ª Adjudicación,2,2,2,7,0,9,100.0,0.0,Alta
115,Uniwersytet Medyczny w Poznaniu,2ª Adjudicación,2,2,2,5,0,7,100.0,0.0,Alta
115,Uniwersytet Medyczny w Poznaniu,3ª Adjudicación,2,2,2,3,0,5,100.0,0.0,Alta
115,Uniwersytet Medyczny w Poznaniu,Adjudicación Final,2,2,2,6,0,8,100.0,0.0,Alta
116,Universität Hohenheim,1ª Adjudicación,2,2,2,0,0,2,100.0,0.0,Baja
116,Universität Hohenheim,2ª Adjudicación,2,2,0,0,0,0,0.0,0.0,Baja
116,Universität Hohenheim,3ª Adjudicación,2,2,0,0,0,0,0.0,0.0,Baja
116,Universität Hohenheim,Adjudicación Final,2,2,2,0,0,2,100.0,0.0,Baja
117,Università degli Studi di Viterbo,1ª Adjudicación,1,1,1,2,0,3,100.0,0.0,Alta
117,Università degli Studi di Viterbo,2ª Adjudicación,1,1,1,1,0,2,100.0,0.0,Media
117,Università degli Studi di Viterbo,3ª Adjudicación,1,1,1,0,0,1,100.0,0.0,Baja
117,Università degli Studi di Viterbo,Adjudicación Final,1,1,1,2,0,3,100.0,0.0,Alta
118,Université de l'Île de Guadeloupe,1ª Adjudicación,0,0,0,7,0,7,0.0,0.0,Alta
118,Université de l'Île de Guadeloupe,2ª Adjudicación,0,0,0,7,0,7,0.0,0.0,Alta
118,Université de l'Île de Guadeloupe,3ª Adjudicación,0,0,0,7,0,7,0.0,0.0,Alta
118,Université de l'Île de Guadeloupe,Adjudicación Final,0,0,0,5,0,5,0.0,0.0,Alta
119,Uniwersytet Medyczny w Silesia,1ª Adjudicación,4,4,4,4,1,8,100.0,25.0,Media
119,Uniwersytet Medyczny w Silesia,2ª Adjudicación,4,4,5,0,2,5,125.0,40.0,Media
119,Uniwersytet Medyczny w Silesia,3ª Adjudicación,4,4,6,0,0,6,150.0,0.0,Media
119,Uniwersytet Medyczny w Silesia,Adjudicación Final,4,4,4,1,0,5,100.0,0.0,Media
120,Universität Passau,1ª Adjudicación,4,4,3,0,0,3,75.0,0.0,Baja
120,Universität Passau,2ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
120,Universität Passau,3ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
120,Universität Passau,Adjudicación Final,4,4,3,0,0,3,75.0,0.0,Baja
121,Università degli Studi di Basilicata,1ª Adjudicación,3,3,3,9,0,12,100.0,0.0,Alta
121,Università degli Studi di Basilicata,2ª Adjudicación,3,3,3,6,0,9,100.0,0.0,Alta
121,Università degli Studi di Basilicata,3ª Adjudicación,3,3,3,3,0,6,100.0,0.0,Media
121,Università degli Studi di Basilicata,Adjudicación Final,3,3,3,8,0,11,100.0,0.0,Alta
122,Université de l'Île de la Guyane,1ª Adjudicación,1,1,1,5,0,6,100.0,0.0,Alta
122,Université de l'Île de la Guyane,2ª Adjudicación,1,1,1,4,0,5,100.0,0.0,Alta
122,Université de l'Île de la Guyane,3ª Adjudicación,1,1,1,3,0,4,100.0,0.0,Alta
122,Université de l'Île de la Guyane,Adjudicación Final,1,1,1,5,0,6,100.0,0.0,Alta
123,Uniwersytet Medyczny w Gliwice,1ª Adjudicación,5,5,3,0,1,3,60.0,33.33,Baja
123,Uniwersytet Medyczny w Gliwice,2ª Adjudicación,5,6,1,0,0,1,20.0,0.0,Baja
123,Uniwersytet Medyczny w Gliwice,3ª Adjudicación,5,5,1,0,1,1,20.0,100.0,Baja
123,Uniwersytet Medyczny w Gliwice,Adjudicación Final,5,6,2,0,0,2,40.0,0.0,Baja
124,Universität Hildesheim,1ª Adjudicación,3,3,3,4,1,7,100.0,33.33,Alta
124,Universität Hildesheim,2ª Adjudicación,3,3,4,2,1,6,133.33,25.0,Media
124,Universität Hildesheim,3ª Adjudicación,3,3,4,1,0,5,133.33,0.0,Media
124,Universität Hildesheim,Adjudicación Final,3,3,3,3,0,6,100.0,0.0,Media
125,Università degli Studi dell'Insubria,1ª Adjudicación,1,1,1,3,0,4,100.0,0.0,Alta
125,Università degli Studi dell'Insubria,2ª Adjudicación,1,1,1,2,0,3,100.0,0.0,Alta
125,Università degli Studi dell'Insubria,3ª Adjudicación,1,1,1,1,0,2,100.0,0.0,Media
125,Università degli Studi dell'Insubria,Adjudicación Final,1,1,1,3,0,4,100.0,0.0,Alta
126,Université de l'Île de Mayotte,1ª Adjudicación,5,5,5,2,0,7,100.0,0.0,Media
126,Université de l'Île de Mayotte,2ª Adjudicación,5,5,2,0,0,2,40.0,0.0,Baja
126,Université de l'Île de Mayotte,3ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
126,Université de l'Île de Mayotte,Adjudicación Final,5,5,5,0,0,5,100.0,0.0,Baja
127,Uniwersytet Medyczny w Katowicach,1ª Adjudicación,3,3,3,1,0,4,100.0,0.0,Media
127,Uniwersytet Medyczny w Katowicach,2ª Adjudicación,3,3,1,0,0,1,33.33,0.0,Baja
127,Uniwersytet Medyczny w Katowicach,3ª Adjudicación,3,3,0,0,0,0,0.0,0.0,Baja
127,Uniwersytet Medyczny w Katowicach,Adjudicación Final,3,3,3,1,0,4,100.0,0.0,Media
128,Universität Siegen,1ª Adjudicación,5,5,3,0,0,3,60.0,0.0,Baja
128,Universität Siegen,2ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
128,Universität Siegen,3ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
128,Universität Siegen,Adjudicación Final,5,5,3,0,0,3,60.0,0.0,Baja
129,Università degli Studi di Salento,1ª Adjudicación,5,5,5,1,0,6,100.0,0.0,Media
129,Università degli Studi di Salento,2ª Adjudicación,5,5,1,0,0,1,20.0,0.0,Baja
129,Università degli Studi di Salento,3ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
129,Università degli Studi di Salento,Adjudicación Final,5,5,4,0,0,4,80.0,0.0,Baja
130,Université de l'Île de Saint Pierre et Miquelon,1ª Adjudicación,2,2,2,5,0,7,100.0,0.0,Alta
130,Université de l'Île de Saint Pierre et Miquelon,2ª Adjudicación,2,2,2,2,1,4,100.0,50.0,Media
130,Université de l'Île de Saint Pierre et Miquelon,3ª Adjudicación,2,2,3,2,0,5,150.0,0.0,Alta
130,Université de l'Île de Saint Pierre et Miquelon,Adjudicación Final,2,2,2,4,0,6,100.0,0.0,Alta
131,Uniwersytet Medyczny w Radom,1ª Adjudicación,2,2,2,0,1,2,100.0,50.0,Baja
131,Uniwersytet Medyczny w Radom,2ª Adjudicación,2,2,3,0,0,3,150.0,0.0,Media
131,Uniwersytet Medyczny w Radom,3ª Adjudicación,2,2,1,0,0,1,50.0,0.0,Baja
131,Uniwersytet Medyczny w Radom,Adjudicación Final,2,2,1,0,0,1,50.0,0.0,Baja
132,Universität Vechta,1ª Adjudicación,5,5,4,0,1,4,80.0,25.0,Baja
132,Universität Vechta,2ª Adjudicación,5,6,1,0,1,1,20.0,100.0,Baja
132,Universität Vechta,3ª Adjudicación,5,6,1,0,0,1,20.0,0.0,Baja
132,Universität Vechta,Adjudicación Final,5,5,3,0,0,3,60.0,0.0,Baja
133,Università degli Studi Magna Graecia,1ª Adjudicación,3,3,3,5,0,8,100.0,0.0,Alta
133,Università degli Studi Magna Graecia,2ª Adjudicación,3,3,3,2,0,5,100.0,0.0,Media
133,Università degli Studi Magna Graecia,3ª Adjudicación,3,3,2,0,0,2,66.67,0.0,Baja
133,Università degli Studi Magna Graecia,Adjudicación Final,3,3,3,4,0,7,100.0,0.0,Alta
134,Université de l'Île de Nouvelle-Calédonie,1ª Adjudicación,5,5,5,6,0,11,100.0,0.0,Alta
134,Université de l'Île de Nouvelle-Calédonie,2ª Adjudicación,5,5,5,1,0,6,100.0,0.0,Media
134,Université de l'Île de Nouvelle-Calédonie,3ª Adjudicación,5,5,1,0,0,1,20.0,0.0,Baja
134,Université de l'Île de Nouvelle-Calédonie,Adjudicación Final,5,5,5,6,0,11,100.0,0.0,Alta
135,Uniwersytet Medyczny w Częstochowa,1ª Adjudicación,4,4,4,1,0,5,100.0,0.0,Media
135,Uniwersytet Medyczny w Częstochowa,2ª Adjudicación,4,4,1,0,0,1,25.0,0.0,Baja
135,Uniwersytet Medyczny w Częstochowa,3ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
135,Uniwersytet Medyczny w Częstochowa,Adjudicación Final,4,4,4,0,0,4,100.0,0.0,Baja
136,Universität Lüneburg,1ª Adjudicación,4,4,4,0,0,4,100.0,0.0,Baja
136,Universität Lüneburg,2ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
136,Universität Lüneburg,3ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
136,Universität Lüneburg,Adjudicación Final,4,4,4,0,0,4,100.0,0.0,Baja
137,Università degli Studi di Enna Kore,1ª Adjudicación,1,1,1,9,0,10,100.0,0.0,Alta
137,Università degli Studi di Enna Kore,2ª Adjudicación,1,1,1,8,0,9,100.0,0.0,Alta
137,Università degli Studi di Enna Kore,3ª Adjudicación,1,1,1,7,0,8,100.0,0.0,Alta
137,Università degli Studi di Enna Kore,Adjudicación Final,1,1,1,8,0,9,100.0,0.0,Alta
138,Université de l'Île de Saint Barthélemy,1ª Adjudicación,5,5,3,0,0,3,60.0,0.0,Baja
138,Université de l'Île de Saint Barthélemy,2ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
138,Université de l'Île de Saint Barthélemy,3ª Adjudicación,5,5,0,0,0,0,0.0,0.0,Baja
138,Université de l'Île de Saint Barthélemy,Adjudicación Final,5,5,3,0,0,3,60.0,0.0,Baja
139,Uniwersytet Medyczny w Olsztyn,1ª Adjudicación,1,1,1,2,0,3,100.0,0.0,Alta
139,Uniwersytet Medyczny w Olsztyn,2ª Adjudicación,1,1,1,1,0,2,100.0,0.0,Media
139,Uniwersytet Medyczny w Olsztyn,3ª Adjudicación,1,1,1,0,0,1,100.0,0.0,Baja
139,Uniwersytet Medyczny w Olsztyn,Adjudicación Final,1,1,1,1,0,2,100.0,0.0,Media
140,Universität Bielefeld,1ª Adjudicación,4,4,3,0,0,3,75.0,0.0,Baja
140,Universität Bielefeld,2ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
140,Universität Bielefeld,3ª Adjudicación,4,4,0,0,0,0,0.0,0.0,Baja
140,Universität Bielefeld,Adjudicación Final,4,4,3,0,0,3,75.0,0.0,Baja
141,Università degli Studi del Molise,1ª Adjudicación,0,0,0,11,0,11,0.0,0.0,Alta
141,Università degli Studi del Molise,2ª Adjudicación,0,0,0,11,0,11,0.0,0.0,Alta
141,Università degli Studi del Molise,3ª Adjudicación,0,0,0,11,0,11,0.0,0.0,Alta
